tx_title,phrase_id,v,sentence,translation
Ocupaciones,T68_P85,tren,"per k'iy juwich rupiis jun tren,+",Pero es mucho el oficio de uno que hace.
Ocupaciones,T68_P101,pongamos,"si pongamos ri, oj b'ee Chikaman+",Si pongamos nos vamos a Chicamán.
Ocupaciones,T68_P113,lej,pwes ajki' inkwin re lej+,Pues todabia no podia tortear.
Ocupaciones,T68_P115,ij,"tonse wi' jun anm xij chwe,+",Entonces habia una mujer que me dijo.
Ocupaciones,T68_P117,mes,"i in niri ta' pen xaq tab'an qe mes,+",Y con migo aquí no hay pena solo haces nuestro barido.
Ocupaciones,T68_P121,toj,I kom ójor pwes barat tojsaj jun+,Y como antes pues varato le pagan a uno.
Ocupaciones,T68_P122,toj,nimlaaj pwaq li chi qawch kwatro sinkwenta tojsaj ik'.+,"Es bastante dinero para nosotras, cuatro cincuenta nos pagan al mes."
Ocupaciones,T68_P124,suj,"mamaa in xsujsaj inchak,+",Mamá a mi me ofrecieron mi trabajo.
Ocupaciones,T68_P127,b'an,"porke in ta' in kwin neen moo tinb'an chawilb'ejkaq,+",Porque yo no puedo cuidarlos a ustedes.
Ocupaciones,T68_P131,b'an,"non li in q'asb'anch,+",Asi es como yo hice desde antes.
Ocupaciones,T68_P133,b'an,pongamos xaq tinb'an qe mes+,Pongamos solo hago el barrido. ( la limpeza)
Ocupaciones,T68_P133,mes,pongamos xaq tinb'an qe mes+,Pongamos solo hago el barrido. ( la limpeza)
Ocupaciones,T68_P134,ch'aj,"tinch'aj qe qelen re,+",Solo le lavo las cosas de ella.
Ocupaciones,T68_P136,ch'aj,tinch'aje' qe rtz'iq maq nuch' ék'el.+,Le lavo solo la ropa pequeña de los niños.
Ocupaciones,T68_P138,loq',"i tib'in loq'e' jkíxlinwaq re b'esel q'iij,+",Y les boy acomprar sus panes para la tarde.
Ocupaciones,T68_P139,koj,tinkoj jkafe aq+,Y les pongo su cafe.
Ocupaciones,T68_P147,b'an,"i inyuq chik jnon qe li inchk q'iij, q'iij tinb'an+","Y llego otra vez, y solo asi mi trabajo dia a dia lo hago."
Ocupaciones,T68_P149,eel,"Ya despwes kwand xineel rk'il,+",Ya despues cuando sali con ella.
Ocupaciones,T68_P150,suj,"wi' chiki' jun anm chik suj inchk chik,+",Hay otra mujer que me ofrecio mi trabajo.
Ocupaciones,T68_P152,taw,"Myentras ke xtaw jun qadose, trese añ li+",Mientras que llegamos a unos doce trece años.
Ocupaciones,T68_P155,tzuqu,"i ri' chiki' rechaq tzuquw qe chik,+",Y son ellos los que nos dan de comer.
Ocupaciones,T68_P159,b'an,pwes win kwand xineel non qe li tinb'an rk'il in chuuch li.+,"Pues yo cuando salí, y solo así hice con mi mamá."
Ocupaciones,T68_P160,waaj,Ta' chiki' chuwaj in chakun chaq' jaa+,Ya no quise trabajar en casas de la gente.
Ocupaciones,T68_P167,taw,titaw jun jwebes wi' qapwaq+,Llega el día jueves tenemos nuestro dinero.
Ocupaciones,T68_P178,cha',"tcha' chwe,+",Me dijo ella.
Ocupaciones,T68_P180,loq',tinloq'e' in pimiyenta+,Compro pimienta.
Ocupaciones,T68_P183,b'an,"I ri' li tinb'an,+",Y eso es loque hago.
Ocupaciones,T68_P186,k'am,i diya jwebes tink'am jun chikech wee in b'e lik'áyb'al tink'ayaaj.+,Y dia jueves llevo un mi canasto y me voy al mercado a vender.
Ocupaciones,T68_P187,k'am,Bay tk'ami'n li ink'ay li+,Baya se vende mi venta.
Ocupaciones,T68_P188,loq',"inq'ajch, tinloq'ch qelen we chuch+",Regreso compro mis cosas con ese dinero.
Ocupaciones,T68_P190,taw,titaw chik jun diya jwebes chik ri' li+,Llega otra vez un dia jueves otra vez .
Ocupaciones,T68_P191,koj,"tqakoj chik chuch chik,+",Lo usamos para esos otra vez.
Ocupaciones,T68_P207,k'om,¿neen xk'omowch+?,Quien lo trajo.
Ocupaciones,T68_P215,ch'eb',"i xinch'eb'a' jwich re,+",Y lo conoci a él.
Ocupaciones,T68_P216,iij,"i xiij chwe ke, tz'et re ke raj tik'uli',+",Y me dijo a mi que es cierto él se quiere casarce.
Ocupaciones,T68_P217,b'an,tons non qe li in xinb'ana' aseptar re.+,Entonces asi solo fue que yo lo hacepte a él.
Ocupaciones,T68_P225,aseptar,I non qe li xinb'an aseptar+,Y solo asi fue coomo yo lo acepte.
Ocupaciones,T68_P227,taw,i despwes xtaw re la jaa li rk'il in chuuch li.+,Y despues llego él en la casa con mi mamá.
Ocupaciones,T68_P229,taw,"i non qe li xtaw li jq'iij xqak'am qib' rik'il,+",Y solo asi fue que llego el dia nos juntamos con él.
Ocupaciones,T68_P231,cheb',"ri' xinch'eb'e' rchoch li re re,+",Entonces fui a conocer su casa de él.
Ocupaciones,T68_P233,cheb',ta' tinch'eb' li richoch re.+,No conocia la casa de él.
Ocupaciones,T68_P239,cheb',"Ta' tinch'eb' li jwich li ójor,+",No lo conocia a él antes.
Ocupaciones,T68_P240,taw,kom xtaw qe qaswerte rk'il+,Como llego nuestra suerte con él.
Ocupaciones,T68_P266,kumplir,ya tren kumplir tres añ tambyen.+,Ya va a cumplir sus tres años también.
Ocupaciones,T68_P275,q'ax,kwand xatq'ax niri.+,Cuando usted pasó aqui.
Ocupaciones,T68_P283,ch'aaw,tons xintijoj wib' xinch'aaw rk'il+,Entonces aprendi a platicar con él.
Ocupaciones,T68_P288,k'am,"i non qe li xk'am rib' chwe,+",Y solo asi me fui acostumbrando.
Ocupaciones,T68_P305,taw,"Ri' ri ya titaw seys añ tinkooj li parbul chik,+",Ella es la que esta por cumplir los seis años lo inscribo a parbulos.
Ocupaciones,T68_P310,il,porke ilka' li qe oj ójor qaqaaj qachuuch ta' xye' qestudy+,Porque miren pues a nosotros antes nuestros padres no nos dieron estudio.
Ocupaciones,T68_P310,ye',porke ilka' li qe oj ójor qaqaaj qachuuch ta' xye' qestudy+,Porque miren pues a nosotros antes nuestros padres no nos dieron estudio.
Ocupaciones,T68_P313,il,porke ilka' iin xwik'aaji' k'ex+,Porque mire pues yo senti dolor.
Ocupaciones,T68_P315,b'an,ta' in kwin tinb'an leer nad.+,No puedo leer nada.
Ocupaciones,T68_P315,leer,ta' in kwin tinb'an leer nad.+,No puedo leer nada.
Ocupaciones,T68_P335,b'en,"pwes tb'ensaj laq, laq, laq komunidad pongamos.+",Pues hacen en las en las en las comunidades pongamos.
Ocupaciones,T68_P335,pongamos,"pwes tb'ensaj laq, laq, laq komunidad pongamos.+",Pues hacen en las en las en las comunidades pongamos.
Ocupaciones,T68_P347,toj,jujun poop ljori tojsaj sink ketzal+,Cada petate ahora nos pagan cinco quetzales.
Ocupaciones,T68_P353,yol,i jb'anik nmotx... komo xinyol mir+,Y hacer como les conte hace un momento.
Ocupaciones,T68_P356,ye',I pores ke es nesesary ra lék'el tyesaj restudy+,Y por eso que es necesario al los niños hay que darles estudio.
Ocupaciones,T68_P359,eskribir,"i eskribir rk'i li tyesaj jchaak,+",Y escribir con eso les dan trabajo.
Ocupaciones,T68_P359,ya',"i eskribir rk'i li tyesaj jchaak,+",Y escribir con eso les dan trabajo.
Ocupaciones,T68_P360,ye',tyesaj jchaak+,Le dan su trabajo.
Ocupaciones,T68_P365,pach'u,si wi' jun qapoop pach'ul qawi'l+,Si tenemos un nuestro petate trenzado.
Ocupaciones,T68_P374,tijoj,ljori tijoj ayb'aq tab'an jun anegosyaq+,Ahora aprendan hacer un sus negocios .
Ocupaciones,T68_P394,k'ex,wi' apuwaq ta' k'ex+,tenes dinero no cuesta
Ocupaciones,T68_P395,ye',ntons kan ye' qelen wee+,entonces dejame mis cosas
Ocupaciones,T68_P397,ch'ek,kom wi' apuwaq ta' ch'ek.+,como tenemos dinero que estas ganando.
Ocupaciones,T68_P403,pixab',bwen pixab' tijye' taq pwes+,buenos consejos nos dan pues
Ocupaciones,T68_P411,b'an,"t'ok chij b'anik qelen rechaq,+","??? ??? empiezan hacer sus cosas de ellos,"
Ocupaciones,T68_P414,b'an,Rechaq tkan chij b'anik jpoop+,Ellas se quedan haciendo sus petates
Ocupaciones,T68_P420,chap,"tichapon rechaq ójor,+","de que forma trajan ellas antes,"
Ocupaciones,T68_P422,b'an,Enkamby oj lajorii ay dyoos k'ex intiyojl rk'i jun kitz qaopiis tqa an+,"Encambio nosotros ahora hay Dios me duele mi cuerpo con un poco de oficio que hacemos,"
Ocupaciones,T68_P425,ch'ij,"k'ex ta' chiki' oj ch'ij oj b'it,+","que dolor ya no nos podemos levantar,"
Ocupaciones,T68_P425,b'it,"k'ex ta' chiki' oj ch'ij oj b'it,+","que dolor ya no nos podemos levantar,"
Ocupaciones,T68_P453,ye',ta' tyesaj jkomidaq+,no les dan sus comidas
Ocupaciones,T68_P454,jach,"si ta' tijach taq pix,+","si no entregan el tomate,"
Ocupaciones,T68_P463,ye',"re es bwen tyesaj ra restudyaq,+","es bueno que les den estudios,"
Ocupaciones,T68_P468,ye',i tinye' kwent rechaq+,y me doy cuenta de ellos
Ocupaciones,T68_P476,taq,tijcha' taq jwich+,lo despulgan
Ocupaciones,T68_P500,wiq,tiwiq taq tiyoox+,adornan el santo
Ocupaciones,T68_P503,k'am,anm tik'am taq jxaar jkutz'i'j+,son las mujeres que se llevan los jarros y las flores
Ocupaciones,T68_P518,k'is,i non li kisil jwich jwi'laq na.+,y asi han hecho todavia.
Ocupaciones,T68_P523,ye',ke tinye' kwent rechaq+,que les doy cuenta a ellos
Ocupaciones,T68_P524,k'is,pwes ke syempre k'isil na jwich jwi'laq+,"pues que siempre lo han hecho por ellos,"
Ocupaciones,T68_P546,tij,ri' tijkoje' taq chuch tiyoox li+,eso es lo que entregan delante del santo
Ocupaciones,T68_P567,b'an,ke ataq ke ta'an taq jun esjwers+,que ustedes que hacen un es fuerzo
Ocupaciones,T68_P568,sach,"pwes de ke, ke ta' tisachk syempr+",pues de que que no se pierda siempre
Ocupaciones,T68_P569,solá,"non li ke atyuq taq solaj,+","asi que nos vienen a visitar,"
Ocupaciones,T68_P570,solá,ta solaj qchoch+,vienes a visitar nuestra casa
Ocupaciones,T68_P574,k'amowa,i ri' li tqa k'anwaj chawch.+,y eso es asi que les agradesemos mucho.
Niña-huérfana,T63_P2,-ye',xx...xkajye' rixóqil rk'i jun ra lek'el.+,Dejo su esposa con un niño.
Niña-huérfana,T63_P4,seche',I xkaj seche' ra lék'el rk'i rixóqil.+,Y dejo perdido el niño con la esposa.
Niña-huérfana,T63_P5,ka,Xpe man anm xkaye' ra lék'el rk'i jmaam.+,"Vino la mujer, dejo al niño con su abuelo."
Niña-huérfana,T63_P5,-ye',Xpe man anm xkaye' ra lék'el rk'i jmaam.+,"Vino la mujer, dejo al niño con su abuelo."
Niña-huérfana,T63_P10,ch'ab'e,xch'ab'en re.+,Le hablo a ella.
Niña-huérfana,T63_P20,k'om,xk'om b'i rk'i maj chuuch.+,Se la llevó con esa su mamá.
Niña-huérfana,T63_P20,maj,xk'om b'i rk'i maj chuuch.+,Se la llevó con esa su mamá.
Niña-huérfana,T63_P21,taw,Xtaw rk'i maaj chuuch+,Llego con esa su mamá.
Niña-huérfana,T63_P22,iij,xiij re.+,Le dijo él.
Niña-huérfana,T63_P25,iij,Ruk' maj chuuch xiij re man Sergiyo.+,Entonces la mamá le dijo a ese Sergio.
Niña-huérfana,T63_P30,waj,"iin chuwaji' jwich,+",Yo la quiero.
Niña-huérfana,T63_P33,waaj,"iin chuwaji' jwich,+",Yo la quiero.
Niña-huérfana,T63_P41,ok,Tok chij kojik tzij re man rk'lal.+,Empieza a decirle cosas a su hijo.
Niña-huérfana,T63_P43,ok,t'ok chij sek'ik' ra anm.+,Y empieza a pegar a la mujercita.
Niña-huérfana,T63_P44,maj,"I xpetk maj chuuch Angelika,+",Y vino esa mamá Angelica.
Niña-huérfana,T63_P45,en,xen konsejar man rk'lal+,Aconsejó a su hija.
Niña-huérfana,T63_P45,konsejar,xen konsejar man rk'lal+,Aconsejó a su hija.
Niña-huérfana,T63_P53,en,"I xpe xen jun q'iij,+",Y vino hizo un dia.
Niña-huérfana,T63_P54,en,"xen jun nimlaaj xoq'o'l,+",Hizo un gran lodasal.
Niña-huérfana,T63_P55,puq',tpuq'w man xoq'o'l+,Un gran lodasal.
Niña-huérfana,T63_P56,nek',tnek'owk.+,Pegajoso.
Niña-huérfana,T63_P57,t'oj,"Xt'oj ni'j uu xilj,+",Tiró algunos collares detntro. (tiró unas perlas dentro del lodo)
Niña-huérfana,T63_P59,i'j,I xi'j re ra anm.+,Y le dijo a la mujercita.
Niña-huérfana,T63_P68,wa,numoo tuwa... xi'j re man.+,Como lo voy a sacar le dijo esa.
Niña-huérfana,T63_P68,xi'j,numoo tuwa... xi'j re man.+,Como lo voy a sacar le dijo esa.
Niña-huérfana,T63_P70,k'utu,"si kita' tk'utunk,+",Si no se ve.
Niña-huérfana,T63_P74,jut,xuker x... xjut jkeyb'el li xoq'o'l.+,Metio su cara en el lodo.
Niña-huérfana,T63_P80,i'j,xpe man anm xi'j re.+,Vino esa mujer le dijo a ella.
Niña-huérfana,T63_P85,ta,xta ra anm non li.+,Escucho la mujercita que es así.
Niña-huérfana,T63_P89,i'j,I xi'j man anm re.+,Y le dijo esa mujer a ella.
Niña-huérfana,T63_P90,i'j,Kont xi'j ra anm re.+,Cuando le dijo la mujercita a ella.
Niña-huérfana,T63_P97,ye',I kla' xyesaj jchaak.+,Y allí le dieron su trabajo.
Niña-huérfana,T63_P102,ya',"xya' jchaak ra anm,+",Le dio trabajo a la mujercita.
Niña-huérfana,T63_P103,i'j,xi'j re.+,Le dijo a ella.
Niña-huérfana,T63_P107,cha',tcha' re.+,Le decia a ella.
Niña-huérfana,T63_P109,i'j,"Xi'j re,+",Le dijo a él.
Niña-huérfana,T63_P110,i'j,"xi'j re, xi'j re maj xi...+",Le dijo le dijo a su hermano.
Niña-huérfana,T63_P110,i'j,"xi'j re, xi'j re maj xi...+",Le dijo le dijo a su hermano.
Niña-huérfana,T63_P111,i'j,xi'j man anm re maj xib'al.+,Le dijo la mujer a su hermano.
Niña-huérfana,T63_P112,i'l,"Twilin ra anm ri ri',+",Yo miro que esta mujercita.
Niña-huérfana,T63_P116,sik'ij,"Xpe maj xib'al sik'ij taq ra anime,+",Vino ese su hermano llamo a la mujercita.
Niña-huérfana,T63_P117,tz'ona,xtz'onaj taq neen jb'ij.+,Le preguntaron como se llama.
Niña-huérfana,T63_P118,i'j,I ruk' ra anm xi'j.+,Y entonces la mujercita dijo.
Niña-huérfana,T63_P124,ch'eb',kom ch'eb'aa jb'ij+,Como conoce su nombre.
Niña-huérfana,T63_P130,b'an,"Lok ta' tinb'an chawe,+",Loque no puedo hacer con vos.
Niña-huérfana,T63_P135,i'j,"A no per tons xi'j ra anm,+",A no pero entonces dijo la mujer.
Niña-huérfana,T63_P144,ch'eb',i yori tach'eb' inwch iin aqaaj.+,Y ahora ya me conoces que soy tu papá.
Niña-huérfana,T63_P149,koj,"Xkojt lestudy,+",Lo viera metido al estudio.
Niña-huérfana,T63_P150,koj,xjokt lestudy.+,Lo viera metido en estudio.
Niña-huérfana,T63_P151,en,I xpe ra anm xen estudiyar.+,Y vino la mujercita estudió.
Niña-huérfana,T63_P153,koj,x... xpet xkoj lestudy.+,Y vino lo metio a estudiar.
Niña-huérfana,T63_P154,i'j,I ta xi'j re man ranamb' ke ta' chki' tchapon ra anm.+,Y no dijo la hermana que no haga nada de oficios la mujercita.
Niña-huérfana,T63_P154,chap,I ta xi'j re man ranamb' ke ta' chki' tchapon ra anm.+,Y no dijo la hermana que no haga nada de oficios la mujercita.
Niña-huérfana,T63_P157,estudyar,chaq tren estudyar ra anm juntir.+,Ya esta estudiando la mujercita todo.
Niña-huérfana,T63_P160,i'j,maj qaaj xi'j re man ranab'.+,Su papá le dijo a su hermana.
Niña-huérfana,T63_P163,i'j,xi'j re man ranab'.+,Le dijo a su hermana.
Niña-huérfana,T63_P164,wiq,"Tawiq, tawiq man anm.+",Le tienes que vestir a esa mujercita.
Niña-huérfana,T63_P164,wiq,"Tawiq, tawiq man anm.+",Le tienes que vestir a esa mujercita.
Niña-huérfana,T63_P171,koj,mas qus taq atz'iq takoj chi rij.+,Más buena ropa le pones detras. (vestirla con buena ropa)
Niña-huérfana,T63_P176,tok,"xtoke'ch' maq atz'iq,+",Fue abuscar buena ropa.
Niña-huérfana,T63_P178,koj,pech atz'iq juntir xkoj chi rij.+,Acompañado con la ropa todo lo uso.
Niña-huérfana,T63_P182,i,Xi re ya xwiqmaji'.+,Le dijo si ya esta areglada.
Niña-huérfana,T63_P182,wiq,Xi re ya xwiqmaji'.+,Le dijo si ya esta areglada.
Niña-huérfana,T63_P190,taw,I xtaw taq chij chi'.+,Y llegaron a la orilla.
Niña-huérfana,T63_P191,taw,"I xtaw taq chi jun nim q'iij,+",Y llegaron en una fiesta.
Niña-huérfana,T63_P192,taw,xtaw taq chi nim q'iij.+,Llegaron a una fiesta.
Niña-huérfana,T63_P193,taw,Kwand xtaw taq xilj nim q'iij.+,Cuando llegaron dentro de la fiesta.
Niña-huérfana,T63_P195,k'om,kom wi' jch'ich' xk'om b'i juj.+,Y como tiene vehículo llevo uno.
Niña-huérfana,T63_P196,koj,Xkoj b'i rab'in li ch'ich'.+,Metio a su hija en el vehículo.
Niña-huérfana,T63_P198,taw,xtaw taq li nim q'iij.+,Llegaron en la fiesta.
Niña-huérfana,T63_P200,qe,"xqasaj li ch'ich',+",La bajo del vehículo.
Niña-huérfana,T63_P201,chop,xchop b'ik xij q'ab' rab'in.+,La agarro de la mano a su hija.
Niña-huérfana,T63_P201,ij,xchop b'ik xij q'ab' rab'in.+,La agarro de la mano a su hija.
Niña-huérfana,T63_P203,k'om,loke xk'omow ra anm.+,El que se llevo a la mujercita.
Niña-huérfana,T63_P204,latun,"Kow chaq latun chi rij,+",Duro lo estaba mirando. (ver fijamente)
Niña-huérfana,T63_P209,ye',"Loke xkan inye' jli rk'i inaan,+",La que deje alla con mi mamá.
Niña-huérfana,T63_P214,latun,nik' tlatun yamer nik' tlatun.+,Es igual yamero igual su cara.
Niña-huérfana,T63_P214,latun,nik' tlatun yamer nik' tlatun.+,Es igual yamero igual su cara.
Niña-huérfana,T63_P216,wiq,"pyor kita' len twiqw re jili,+",Peor no hay quien le compra ropa allá.
Niña-huérfana,T63_P221,il,"Twilin rii'n, rii'n, rii'n,+",Miro yo es es es ella.
Niña-huérfana,T63_P225,en,xen anm xch'ab'ej.+,Tubo valor de hablarle.
Niña-huérfana,T63_P225,ch'ab'e,xen anm xch'ab'ej.+,Tubo valor de hablarle.
Niña-huérfana,T63_P234,koj,"Xkoj jb'ij Beyaldama,+",Le puso de nombre Beyaldama.
Niña-huérfana,T63_P241,ta,loke xe'taw jb'ij re.+,Loque le fue a preguntar su nombre a ella.
Niña-huérfana,T63_P246,k'om,Ruk' man wunaq loke xk'omow re.+,Entonces el hombre el que se llevo a ella.
Niña-huérfana,T63_P247,latun,Kow chaq tlatun.+,Duro se le quedaba viendo.
Niña-huérfana,T63_P256,en,Usil xen anm xch'ab'ej man anm.+,Poco a poco se animo de hablar a la mujercita.
Niña-huérfana,T63_P256,ch'ab'e,Usil xen anm xch'ab'ej man anm.+,Poco a poco se animo de hablar a la mujercita.
Niña-huérfana,T63_P262,tz'ona,xtz'onaj re.+,Le pregunto a ella.
Niña-huérfana,T63_P270,k'is,Tose xk'is jun q'ojoom.+,Entonces termino una piesa.
Niña-huérfana,T63_P271,k'am,"Toos maj qaaj xk'am chik li ch'ich',+",Entonces su papá lo llevo otra vez en el vehiculo.
Niña-huérfana,T63_P272,k'am,"xk'om b'i chi rchoch,+",La llevo a su casa.
Niña-huérfana,T63_P273,k'om,xk'om b'i chi rchoch.+,Se la llevo a su casa.
Niña-huérfana,T63_P274,taw,"I xtaw laj rchoch,+",Y llego en su casa.
Niña-huérfana,T63_P279,ch'ob',"xch'ob' jwich,+",La conocio.
Niña-huérfana,T63_P286,wiq,"Kom byen wiqil chaq,+",Como ya esta bien vestida.
Niña-huérfana,T63_P287,ta',"kla' xta,+",Allí la pidio.
Niña-huérfana,T63_P297,ye',Xye'saj jchaak+,Le dieron su trabajo.
Niña-huérfana,T63_P298,ye',i xye'saj juj richoch+,Y le dieron una casa.
Niña-huérfana,T63_P299,wer,"lamas tuwer,+",Donde se duerme.
Niña-huérfana,T63_P300,ye',xye'saj juj richoch la tuwer.+,Le dieron una casa en donde dormir.
Niña-huérfana,T63_P300,wer,xye'saj juj richoch la tuwer.+,Le dieron una casa en donde dormir.
Niña-huérfana,T63_P306,tok,"Xpe man Angelika xtok jun jalaan wunaq chik,+",Vino esa Angelica busco un hombre aparte.
Niña-huérfana,T63_P307,tok,xtok jun jalaan wunaq chik.+,Busco otro hombre diferente.
Niña-huérfana,T63_P315,b'ij,xab'ijtqa' re q'ab'tziij+,Le dijeron a las autoridades.
Niña-huérfana,T63_P321,en,"Loke xen man Angelika,+",Loque hizo esa Angelica.
Niña-huérfana,T63_P322,ch'ab'e,xch'ab'ej b'i man rk'lal+,Hablo a su hijo.
Niña-huérfana,T63_P331,ch'ab'e,Xpe man Sergiy xch'ab'ej man anm.+,Vino ese Sergio le hablo a la mujercita.
Niña-huérfana,T63_P337,en,saa neen xen.+,Saber que hizo.
Niña-huérfana,T63_P340,iij,t'iij man Sergiyo xch'aw chik.+,Dijo Sergio cuando habló otra vez.
Niña-huérfana,T63_P344,taw,"Xek' kuwand xtaw taq,+",Se fue cuando llegaron.
Niña-huérfana,T63_P345,taw,xtaw xij k'ule' maj qaaj.+,Llego y se fue a encotrar a su papá.
Niña-huérfana,T63_P346,k'am,Xpet xk'am maj qaaj laj richoch man anm.+,Se vino yse llevo a su papá en la casa de la mujercita.
Niña-huérfana,T63_P347,i'j,Xi'j re.+,Le dijo.
Niña-huérfana,T63_P368,ch'eb',xch'eb' jwich.+,Lo reconoció.
Niña-huérfana,T63_P370,ch'eb',"xch'eb' jwich,+",Lo reconoció.
Niña-huérfana,T63_P372,tz'ona,Toos xtz'onaj re.+,Entonces le pregunto a él.
Niña-huérfana,T63_P377,i'j,Toos xi'j chik man Sergiyo.+,Entonces dijo otra vez este Sergio.
Niña-huérfana,T63_P383,tok,xtoksaj jchaak.+,Le buscaron su trabajo.
Niña-huérfana,T63_P384,tok,Ruk'u xtoksaj jchaak jwi' jun anm.+,Entonces le buscó trabajo la mujer.
Niña-huérfana,T63_P392,ne',Ke ne' jun toq'ob' man anm+,Que le haga un fabor esa mujercita.
Niña-huérfana,T63_P398,taw,"Toos xtaw chik man,+",Entonces llego otra vez esa.
Niña-huérfana,T63_P399,taw,"xtaw chik xtaw chik, man rixóqil chij jb'ij re.+","Llego otra vez llego otra vez ea su esposa, para decirle a él."
Niña-huérfana,T63_P399,taw,"xtaw chik xtaw chik, man rixóqil chij jb'ij re.+","Llego otra vez llego otra vez ea su esposa, para decirle a él."
Niña-huérfana,T63_P403,i'j,Xi'j taq re man anm.+,Le dijeron a la mujercita.
Niña-huérfana,T63_P408,cha',"tcha' re man,+",Le dejo a esa.
Niña-huérfana,T63_P409,cha',"tcha' re man anm,+",Le dijo a la mujercita.
Niña-huérfana,T63_P411,b'ij,"Tzili b'ij re tpet,+",Esta bien digale que se venga.
Niña-huérfana,T63_P414,taaw,I xtaaw man anm.+,Y llego esa mujer.
Niña-huérfana,T63_P415,taw,"I xtaw man anm,+",Y llego esa mujer.
Niña-huérfana,T63_P416,i'j,"xi'j re man,+",Le dijo a esa.
Niña-huérfana,T63_P417,i'j,"xi'j, xi'j re man rich...+",Le dijo a ese su marido.
Niña-huérfana,T63_P417,i'j,"xi'j, xi'j re man rich...+",Le dijo a ese su marido.
Niña-huérfana,T63_P418,i'j,xi'j re man rk'lal.+,Le dijo a ese su hijo.
Niña-huérfana,T63_P427,i'j,xi'j re.+,Le dijo a ella.
